,baseline survival
0.2532278638243878,1.0
0.2540803052091765,1.0
0.2543041240898522,1.0
0.254318843123312,1.0
0.2544483262437657,1.0
0.2549302757659448,1.0
0.2552477862576854,1.0
0.2552673482026186,1.0
0.2553283862436676,1.0
0.255523904367489,1.0
0.2556389628187381,1.0
0.2560357220344881,1.0
0.2561364148168455,1.0
0.2564614939077386,1.0
0.2565951420491094,1.0
0.2571531324097456,1.0
0.2572008358008135,1.0
0.2577134900323612,1.0
0.2580471010359108,1.0
0.2582675583228306,1.0
0.2585194376717393,1.0
0.258747906241176,1.0
0.2590793123823263,1.0
0.2593017737533057,1.0
0.2600939263384119,1.0
0.260294926755592,1.0
0.2604591544552043,1.0
0.2604665424806132,1.0
0.2606612928659463,1.0
0.2607996596246564,1.0
0.2611793254081025,1.0
0.2612714149285234,1.0
0.261736848271061,1.0
0.262061726626378,1.0
0.2621480038622304,1.0
0.2621824042806266,1.0
0.2623318242818452,1.0
0.2624788105582557,1.0
0.2635436484755581,1.0
0.2647400269417342,1.0
0.265138279677179,1.0
0.2653660632267977,1.0
0.2655940800867015,1.0
0.2657249532012911,1.0
0.2658085495894474,1.0
0.2662047693582772,1.0
0.2670838995743441,1.0
0.267462021334094,1.0
0.2677652948007686,1.0
0.2678874127571475,1.0
0.2680237799577874,1.0
0.2692592505619059,1.0
0.2695499817523854,1.0
0.2700008904611607,1.0
0.2707146038504379,1.0
0.2707547750961049,1.0
0.270783655289646,1.0
0.2709217542227057,1.0
0.2709905687385696,1.0
0.2719928692980309,1.0
0.2722062271994673,1.0
0.2723863882169398,1.0
0.2724587415374652,1.0
0.2724842086646972,1.0
0.2728267811718712,1.0
0.2731453290462807,1.0
0.2741417155524178,1.0
0.2742051686966111,1.0
0.2743101468970055,1.0
0.2743530737456885,1.0
0.2746746014071657,1.0
0.274934703749057,1.0
0.2751890020773361,1.0
0.2761018698370023,1.0
0.2763991753368462,1.0
0.2766346155204371,1.0
0.2768683263036443,1.0
0.2769312898469208,1.0
0.2770624434063277,1.0
0.2789965763398035,1.0
0.2793055266712372,1.0
0.2796975919434338,1.0
0.2797529437744212,1.0
0.2803057093935872,1.0
0.2805364492087361,1.0
0.2808939861886756,1.0
0.2813228976774629,1.0
0.2816668662149618,1.0
0.2817570928309116,1.0
0.2817577402778937,1.0
0.2825920997601837,1.0
0.2828209343071609,1.0
0.2828396743787808,1.0
0.28289986952189,1.0
0.2830747876371706,1.0
0.2844309958354253,1.0
0.2845105092604506,1.0
0.2852705597292768,1.0
0.2854085520203258,1.0
0.2854884233498306,1.0
0.2856224843464657,1.0
0.2856702431896525,1.0
0.2858264777278924,1.0
0.285842169138076,1.0
0.2860666504886803,1.0
0.2863038717684156,1.0
0.2863084409259829,1.0
0.2868173766410251,1.0
0.2870249451735188,1.0
0.2874505837947058,1.0
0.2882200735670052,1.0
0.2885416367939186,1.0
0.2889566070081569,1.0
0.2896069280426214,1.0
0.2901540696425967,1.0
0.2902990056002635,1.0
0.2903370896635588,1.0
0.2907245282412171,1.0
0.2915673048169551,1.0
0.29162335832941,1.0
0.2916729780571147,1.0
0.2918525886220953,1.0
0.2920039270323781,1.0
0.2922617097322519,1.0
0.2922982104420952,1.0
0.2925378607921696,1.0
0.2925590083809469,1.0
0.2926717901731803,1.0
0.2930056833513574,1.0
0.293157290461537,1.0
0.2932893561215297,1.0
0.2934006448758999,1.0
0.2941202420023535,1.0
0.294241012665028,1.0
0.2950462771579885,1.0
0.2953974800322616,1.0
0.2954099505010082,1.0
0.2956316469140774,1.0
0.2958679105862575,1.0
0.2959069162283019,1.0
0.2959767489146592,1.0
0.2960272342106583,1.0
0.2963064614738638,1.0
0.2966112499485584,1.0
0.2967906105273401,1.0
0.2968051071144607,1.0
0.2969530211938175,1.0
0.2970588451397697,1.0
0.2971454302289393,1.0
0.2971639894329063,1.0
0.2971749799084231,1.0
0.2981944777700698,1.0
0.2982796442634742,1.0
0.2983331002491862,1.0
0.2986077202625898,1.0
0.2988463968706044,1.0
0.2992564513518488,1.0
0.2993339461655071,1.0
0.2998233491975728,1.0
0.2999112683588548,1.0
0.3003627464673565,1.0
0.3003761166395771,1.0
0.3006276262713395,1.0
0.3007808664549224,1.0
0.3010440702505398,1.0
0.3014533473946453,1.0
0.3015419856050949,1.0
0.3026375927137315,1.0
0.3026525278869897,1.0
0.3029311300629284,1.0
0.3030743380833557,1.0
0.3030801848321865,1.0
0.3032654898345995,1.0
0.3035951599430423,1.0
0.3037292991452268,1.0
0.303752880995039,1.0
0.3039408177474713,1.0
0.3040659424246075,1.0
0.3045062333719479,1.0
0.3046591181477227,1.0
0.3051332346168077,1.0
0.3052070616017174,1.0
0.3054603554365438,1.0
0.3061283999233726,1.0
0.306533594479134,1.0
0.3067179460206244,1.0
0.3068505048994999,1.0
0.3071198454640966,1.0
0.3074844224666557,1.0
0.3076848936427577,1.0
0.3078988614925592,1.0
0.3081687301555205,1.0
0.3082378141265889,1.0
0.3082597803886917,1.0
0.3083143489514508,1.0
0.3085276992029176,1.0
0.3087590528695733,1.0
0.3090348214072224,1.0
0.3092236304311737,1.0
0.3096631679066677,1.0
0.3097030960125498,1.0
0.3097034381149943,1.0
0.3098275347394316,1.0
0.3101476136138823,1.0
0.3101992121124187,1.0
0.3106899526843799,1.0
0.3113973323830877,1.0
0.3115334924881058,1.0
0.311705981933604,1.0
0.3117971022364579,1.0
0.3119115270765313,1.0
0.3127136144241996,1.0
0.3127213970243473,1.0
0.3131255064013538,1.0
0.3131294401840288,1.0
0.3133149325450027,1.0
0.3135115305334663,1.0
0.3136367865450907,1.0
0.31371400724061,1.0
0.313937446506533,1.0
0.3139408903647969,1.0
0.3141678161429085,1.0
0.3142281265883698,1.0
0.3145272138395429,1.0
0.3145534012072513,1.0
0.3150501567653617,1.0
0.3150663119001237,1.0
0.3154463520339196,1.0
0.3155540334640246,1.0
0.3155590597921113,1.0
0.31567009661459,1.0
0.3160364189323879,1.0
0.3163417742014777,1.0
0.3166257911514248,1.0
0.3167292760713019,1.0
0.316860081955082,1.0
0.3173555173746822,1.0
0.3179008709197916,1.0
0.3183642211591046,1.0
0.3187081496985793,1.0
0.3187537378685012,1.0
0.3189054766410666,1.0
0.31893337226692,1.0
0.319100570461637,1.0
0.3192492193338695,1.0
0.3192730135968912,1.0
0.3192865916973474,1.0
0.3196080968283782,1.0
0.3196528359962662,1.0
0.3197160248194386,1.0
0.3198713402975963,1.0
0.3199771518376521,1.0
0.320430879092721,1.0
0.3205568473694994,1.0
0.3206610630977485,1.0
0.3206932535939746,1.0
0.3207075810874779,1.0
0.3209706235442254,1.0
0.3210871459525705,1.0
0.3215387293768946,1.0
0.3222297716274864,1.0
0.3227085535029508,1.0
0.322859524989283,1.0
0.3232662640577733,1.0
0.323357001825056,1.0
0.3233635105275527,1.0
0.3235436295406114,1.0
0.323551677068986,1.0
0.323578676966558,1.0
0.3236807333170393,1.0
0.3239038079651283,1.0
0.3242610653680199,1.0
0.324594898452911,1.0
0.3248140811527137,1.0
0.3249157866175707,1.0
0.3249288655738839,1.0
0.3252097444208109,1.0
0.3257714733563771,1.0
0.3263606539192152,1.0
0.3269292947527975,1.0
0.3269834933630105,1.0
0.3273177243543434,1.0
0.327829152333782,1.0
0.3279180567524181,1.0
0.3279984136454043,1.0
0.3280213216437398,1.0
0.32830570287603,1.0
0.3286293372676113,1.0
0.328632366636842,1.0
0.3286660278976863,1.0
0.3287044290879172,1.0
0.3288955741051007,1.0
0.329193695002518,1.0
0.3293628479681603,1.0
0.329559606102765,1.0
0.3296208051473194,1.0
0.3296524860545091,1.0
0.329891223718999,1.0
0.3302994544211211,1.0
0.3312534301560552,1.0
0.3316210387100898,1.0
0.3319999908727688,1.0
0.3323257137819492,1.0
0.3324346231314311,1.0
0.3327383952220021,1.0
0.3331170603213082,1.0
0.3335555440083221,1.0
0.3336482502106622,1.0
0.3338091351789267,1.0
0.3338328094269426,1.0
0.3342203203429333,1.0
0.3342215303508649,1.0
0.3343130262785045,1.0
0.3344073022290476,1.0
0.3345763650424371,1.0
0.3345782259839001,1.0
0.3349133571678459,1.0
0.3349248493805559,1.0
0.3350413067220044,1.0
0.3355433272181278,1.0
0.3356732075089222,1.0
0.335816912564009,1.0
0.3360105745956919,1.0
0.3364681697201829,1.0
0.3369946557878704,1.0
0.3370779080453171,1.0
0.3374796251338687,1.0
0.3375732747888084,1.0
0.3376108560123484,1.0
0.3377481878360567,1.0
0.3377712010988326,1.0
0.3377875029219647,1.0
0.3384725893988515,1.0
0.3385600968888788,1.0
0.3386033616798938,1.0
0.3387340389569434,1.0
0.338875937602349,1.0
0.3391231477020652,1.0
0.3391280924443854,1.0
0.339191945594262,1.0
0.3392619760339716,1.0
0.3393958625643503,1.0
0.3394246037051819,1.0
0.3399631186352331,1.0
0.3409826053913356,1.0
0.3410306018645479,1.0
0.341113495644593,1.0
0.3411451562380056,1.0
0.3412362091236363,1.0
0.3413247390950416,1.0
0.3418453656323495,1.0
0.3419016876126546,1.0
0.3433504005057999,1.0
0.3437395715997139,1.0
0.3441257036423197,1.0
0.344273662743273,1.0
0.3444185383897197,1.0
0.3444597550920152,1.0
0.344996842750482,1.0
0.3450455275675144,1.0
0.3452905923994107,1.0
0.3458273617358032,1.0
0.3458444055053372,1.0
0.3459752939233166,1.0
0.3463217140904872,1.0
0.3464029116672551,1.0
0.3467374809576339,1.0
0.3469629775078949,1.0
0.347083727662389,1.0
0.3471351783599121,1.0
0.3471869901325329,1.0
0.3472771873376147,1.0
0.3477303181934738,1.0
0.3484858867137228,1.0
0.3489603074861334,1.0
0.3491492208297103,1.0
0.3491606565143417,1.0
0.3493710873410828,1.0
0.3494982772874375,1.0
0.3496607721138575,1.0
0.3496699136818147,1.0
0.3498553966570606,1.0
0.3502204865886745,1.0
0.3502269447069834,1.0
0.3503205659612408,1.0
0.3505997072693789,1.0
0.3507220901098249,1.0
0.3510257990144046,1.0
0.351154621690982,1.0
0.351166289493803,1.0
0.351290145286367,1.0
0.3516707195600391,1.0
0.3517266927715904,1.0
0.3525420895660108,1.0
0.3527103668424216,1.0
0.3528145620055017,1.0
0.3528246703281167,1.0
0.3529623387799223,1.0
0.3531616971467143,1.0
0.3534378109690976,1.0
0.3536551566326749,1.0
0.3540059103064885,1.0
0.3541957210825546,1.0
0.3544467708869582,1.0
0.354653009970604,1.0
0.3552713966887963,1.0
0.3554531201464923,1.0
0.3555025540646012,1.0
0.3555198402953612,1.0
0.3555590846348522,1.0
0.356018766138751,1.0
0.3560629766957323,1.0
0.3562901315245578,1.0
0.3563565597928438,1.0
0.3563803610144438,1.0
0.3567756879150164,1.0
0.3575903751434018,1.0
0.3576923634161497,1.0
0.3581195953011615,1.0
0.3583191479709282,1.0
0.3583629632899991,1.0
0.3583709422799029,1.0
0.3586616299195128,1.0
0.3586675529918647,1.0
0.3591724491173915,1.0
0.3595086811722527,1.0
0.359533022162241,1.0
0.3598503918095028,1.0
0.359962291492504,1.0
0.3599980360155128,1.0
0.3601380869779206,1.0
0.3603159579558855,1.0
0.3603172606606959,1.0
0.3604338865025399,1.0
0.3605207975814722,1.0
0.3610466181723161,1.0
0.3612734712901849,1.0
0.3614655633756634,1.0
0.361663676285209,1.0
0.3620753352604658,1.0
0.3622833430110246,1.0
0.362485977207498,1.0
0.3625133376509428,1.0
0.3625587858477383,1.0
0.3628971416617434,1.0
0.3632569145515424,1.0
0.3633111459827032,1.0
0.3637532306338739,1.0
0.363836964166916,1.0
0.3642936623733537,1.0
0.3643235709765453,1.0
0.3644339811249046,1.0
0.3645243004627525,1.0
0.3645373783686665,1.0
0.3648144856716104,1.0
0.3648459443854247,1.0
0.3649575423609802,1.0
0.3654892586388861,1.0
0.3657060159399848,1.0
0.3660796096770931,1.0
0.3661037231138675,1.0
0.3662607357778364,1.0
0.3662796519639258,1.0
0.3664847134648139,1.0
0.3667646516756689,1.0
0.3669844701934572,1.0
0.3671065942822155,1.0
0.3672120098892424,1.0
0.3672903924223973,1.0
0.3673354062795835,1.0
0.3674577157359712,1.0
0.3677422110158839,1.0
0.3678296838713312,1.0
0.3678523554649679,1.0
0.3678892595013754,1.0
0.3681665601602301,1.0
0.3683360006031613,1.0
0.3683990977303186,1.0
0.3687757156904617,1.0
0.3689624399373345,1.0
0.369054231794837,1.0
0.3693315391993763,1.0
0.3695698306554098,1.0
0.3696075428999918,1.0
0.3705583956379391,1.0
0.3705879949622048,1.0
0.3712469893850054,1.0
0.3712476657912295,1.0
0.3712880477741034,1.0
0.3714553973903773,1.0
0.3717039092277786,1.0
0.3717449588328829,1.0
0.3724450484804185,1.0
0.3728038090236549,1.0
0.3737311383149317,1.0
0.3738382098053132,1.0
0.3738681844917887,1.0
0.3744667457485112,1.0
0.3745196515825692,1.0
0.3747615448960119,1.0
0.3750049120051973,1.0
0.3751370605720628,1.0
0.3755302112307747,1.0
0.3755783311560131,1.0
0.3758161191036047,1.0
0.3759644316061705,1.0
0.3761204402065838,1.0
0.3762438248821084,1.0
0.376246591805519,1.0
0.376258985674134,1.0
0.3764698193164604,1.0
0.3767660993179938,1.0
0.3772671448421704,1.0
0.3773341313266063,1.0
0.3773372493297907,1.0
0.3773637125936462,1.0
0.3774848846931808,1.0
0.3776525878760106,1.0
0.3776842517205903,1.0
0.3777642664574526,1.0
0.3782045999685991,1.0
0.3784472821209467,1.0
0.3788928356161699,1.0
0.3791901022528203,1.0
0.3794307865219022,1.0
0.3795429752231354,1.0
0.3796435464013382,1.0
0.3798339720318094,1.0
0.3798655981724357,1.0
0.3798957844428548,1.0
0.3800119101564919,1.0
0.3800412061009829,1.0
0.3800538167480207,1.0
0.3800774990407142,1.0
0.3800947386543833,1.0
0.3805509835496597,1.0
0.3808327206878293,1.0
0.3812104157777656,1.0
0.3813743225746205,1.0
0.3814868957805546,1.0
0.3815763248747708,1.0
0.3822437574579926,1.0
0.382486402282845,1.0
0.382529571348679,1.0
0.3829100300425759,1.0
0.3832357712073849,1.0
0.3833903537636053,1.0
0.3836084169364625,1.0
0.3841016361823585,1.0
0.3844630878402683,1.0
0.3845351465958317,1.0
0.3848199112139751,1.0
0.3849251478816606,1.0
0.3854334589908825,1.0
0.3857325581102345,1.0
0.3858284894499245,1.0
0.3859144219693739,1.0
0.386136061225823,1.0
0.3862977722583363,1.0
0.3866732707068153,1.0
0.3867033165454951,1.0
0.3870609403485426,1.0
0.3870733227560106,1.0
0.3875478453545155,1.0
0.3875756528911819,1.0
0.3883552836009638,1.0
0.388433351260772,1.0
0.3884776289812648,1.0
0.3886386403758843,1.0
0.3886903223553627,1.0
0.3892019382659931,1.0
0.3892860887810209,1.0
0.3895925537108926,1.0
0.3897435072596873,1.0
0.389940747939645,1.0
0.38996691576986,1.0
0.390014481911195,1.0
0.3901730148756113,1.0
0.3902275168834364,1.0
0.390237107586796,1.0
0.3902496952250484,1.0
0.3904430332574816,1.0
0.3909808280473907,1.0
0.3915533886768272,1.0
0.3917112894781002,1.0
0.3919178394042639,1.0
0.3920921293348301,1.0
0.3922339752547804,1.0
0.392510425795089,1.0
0.3926240878880683,1.0
0.3930621428738302,1.0
0.3931761593723596,1.0
0.3934686513231349,1.0
0.3939149226502877,1.0
0.3940829504817206,1.0
0.3942311138463706,1.0
0.394237389760373,1.0
0.3944287204392269,1.0
0.3949629645645168,1.0
0.3952801670324459,1.0
0.3953368594058926,1.0
0.3959267451842265,1.0
0.3959526230464171,1.0
0.3961067340991587,1.0
0.3965177332704689,1.0
0.3968792946795147,1.0
0.3970568869365328,1.0
0.3971271347301681,1.0
