warehouse_id,region,lat,lng,sku_id,product_name,category,stock_units,unit_type,daily_demand,incoming_supply,lead_time_days,supplier_region,linked_ship_id,consumption_rate,anomaly_score
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000035,First Aid Kits,Medical,1682,units,99.41,105.25,2.22,karnataka,,100.42,0.1685
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000036,Petrol (ULP 91),Fuel,21854,liters,1261.82,1337.53,1.61,karnataka,,1323.64,0.0951
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000037,Rice (50kg bags),Food Supply,13611,kg,876.53,929.12,1.56,karnataka,,857.73,0.0897
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000038,First Aid Kits,Medical,2048,units,114.4,121.26,2.42,karnataka,,110.29,0.0774
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000039,Diesel (B7),Fuel,12875,liters,1572.79,1506.49,2.12,karnataka,,1636.72,0.145
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000040,Rice (50kg bags),Food Supply,2645,kg,1042.25,1028.77,1.11,karnataka,,1029.71,0.2306
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000041,Petrol (ULP 91),Fuel,8545,liters,1333.62,1382.45,2.86,karnataka,,1419.85,0.1722
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000042,Packaged Meals (MRE kits),Food Supply,5938,units,864.7,848.23,1.8,karnataka,,933.91,0.1735
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000043,Petrol (ULP 91),Fuel,22310,liters,1493.08,1548.47,2.65,karnataka,,1618.68,0.0509
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000044,Petrol (ULP 91),Fuel,9318,liters,1297.98,1326.13,1.69,karnataka,,1277.92,0.1404
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000045,Antibiotics (Amoxicillin),Medical,149,units,111.26,100.99,2.38,karnataka,,104.76,0.3647
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000046,Rice (50kg bags),Food Supply,6645,kg,943.35,987.83,1.0,karnataka,,948.56,0.1338
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000047,Antibiotics (Amoxicillin),Medical,1786,units,112.71,119.47,2.49,karnataka,,106.96,0.1484
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000048,Packaged Meals (MRE kits),Food Supply,14075,units,826.09,871.77,1.07,karnataka,,853.52,0.0537
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000049,Marine Fuel (IFO 380),Fuel,23425,liters,1712.21,1814.94,2.27,karnataka,,1838.15,0.1067
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000050,Wheat (bulk tons),Food Supply,6182,kg,938.6,901.88,1.23,karnataka,,967.69,0.1319
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000051,Rice (50kg bags),Food Supply,15464,kg,839.87,890.26,1.21,karnataka,,926.45,0.1015
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000052,Diesel (B7),Fuel,5437,liters,1218.96,1172.21,1.78,karnataka,,1315.67,0.2557
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000053,Rice (50kg bags),Food Supply,14643,kg,1111.69,1178.39,1.57,karnataka,,1185.77,0.0886
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000054,First Aid Kits,Medical,2247,units,132.83,137.83,2.66,karnataka,,132.61,0.1487
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000055,Packaged Meals (MRE kits),Food Supply,18932,units,1045.61,1108.35,1.66,karnataka,,1067.55,0.1366
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000056,First Aid Kits,Medical,1916,units,121.66,128.96,2.2,karnataka,,123.93,0.1614
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000057,Antibiotics (Amoxicillin),Medical,2115,units,119.61,126.79,2.35,karnataka,,116.65,0.138
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000058,Marine Fuel (IFO 380),Fuel,8138,liters,1175.91,1192.14,1.61,karnataka,,1258.51,0.1605
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000059,Marine Fuel (IFO 380),Fuel,10175,liters,1256.73,1239.53,1.21,karnataka,,1291.19,0.1329
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000060,Marine Fuel (IFO 380),Fuel,5771,liters,1303.2,1143.52,2.19,karnataka,,1370.98,0.2242
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000061,Antibiotics (Amoxicillin),Medical,756,units,90.75,94.55,2.41,karnataka,,89.64,0.2141
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000062,Packaged Meals (MRE kits),Food Supply,15955,units,906.94,961.36,1.13,karnataka,,981.94,0.1231
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000063,Diesel (B7),Fuel,15308,liters,1087.37,1152.61,1.83,karnataka,,1172.75,0.0972
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000064,Antibiotics (Amoxicillin),Medical,958,units,131.14,139.01,2.39,karnataka,,127.66,0.2025
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000065,Petrol (ULP 91),Fuel,4704,liters,1500.07,1396.34,1.24,karnataka,,1680.08,0.2652
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000066,Petrol (ULP 91),Fuel,19025,liters,1217.55,1290.6,1.49,karnataka,,1249.79,0.0732
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000067,Packaged Meals (MRE kits),Food Supply,8136,units,904.25,923.11,1.35,karnataka,,938.55,0.1665
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000068,Antibiotics (Amoxicillin),Medical,933,units,105.41,99.21,2.2,karnataka,,103.52,0.1812
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000069,Antibiotics (Amoxicillin),Medical,2132,units,121.14,128.41,2.72,karnataka,,118.61,0.1771
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000070,Petrol (ULP 91),Fuel,12418,liters,1352.12,1433.25,2.32,karnataka,,1507.25,0.1675
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000071,First Aid Kits,Medical,1984,units,120.34,127.56,2.4,karnataka,,109.87,0.1232
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000072,Petrol (ULP 91),Fuel,13158,liters,1547.97,1563.56,1.97,karnataka,,1683.34,0.123
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000073,Marine Fuel (IFO 380),Fuel,9761,liters,1486.73,1515.2,1.77,karnataka,,1665.14,0.1502
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000074,Antibiotics (Amoxicillin),Medical,140,units,110.68,103.17,2.28,karnataka,,106.49,0.3742
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000075,Marine Fuel (IFO 380),Fuel,2182,liters,1594.45,1341.29,1.44,karnataka,,1577.57,0.3622
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000076,Antibiotics (Amoxicillin),Medical,436,units,120.57,117.84,2.8,karnataka,,114.95,0.2847
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000077,Antibiotics (Amoxicillin),Medical,842,units,138.71,139.51,2.28,karnataka,,136.53,0.2186
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000078,Packaged Meals (MRE kits),Food Supply,14359,units,900.25,918.17,2.06,karnataka,,948.44,0.093
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000079,Marine Fuel (IFO 380),Fuel,17395,liters,1291.29,1368.77,2.26,karnataka,,1342.65,0.074
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000080,Rice (50kg bags),Food Supply,10876,kg,729.04,772.78,1.48,karnataka,,739.31,0.1237
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000081,First Aid Kits,Medical,198,units,135.4,129.97,1.97,karnataka,,125.13,0.4034
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000082,Rice (50kg bags),Food Supply,15738,kg,942.7,999.26,1.3,karnataka,,1005.98,0.085
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000083,Rice (50kg bags),Food Supply,6470,kg,1031.2,975.88,1.28,karnataka,,1051.43,0.1754
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000084,Petrol (ULP 91),Fuel,9377,liters,1347.48,1340.95,2.26,karnataka,,1402.05,0.1612
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000085,Wheat (bulk tons),Food Supply,17824,kg,1012.12,1072.85,1.76,karnataka,,1028.67,0.083
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000086,Packaged Meals (MRE kits),Food Supply,840,units,911.48,784.21,1.29,karnataka,,965.71,0.2861
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000087,Wheat (bulk tons),Food Supply,7760,kg,1071.66,1040.8,1.36,karnataka,,1068.13,0.1168
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000088,Wheat (bulk tons),Food Supply,7378,kg,1008.58,1014.91,1.66,karnataka,,1101.54,0.1552
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000089,Petrol (ULP 91),Fuel,24823,liters,1483.6,1520.58,1.5,karnataka,,1573.12,0.1064
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000090,Petrol (ULP 91),Fuel,27372,liters,1341.55,1422.04,1.78,karnataka,,1338.66,0.1198
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000091,Antibiotics (Amoxicillin),Medical,415,units,113.1,98.97,2.41,karnataka,,103.72,0.2929
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000092,Rice (50kg bags),Food Supply,7201,kg,873.28,831.78,2.02,karnataka,,885.32,0.1597
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000093,Packaged Meals (MRE kits),Food Supply,3362,units,967.55,946.65,1.25,karnataka,,1011.93,0.1821
KA-KLR-001,karnataka,13.302611,74.686687,SKU-000094,First Aid Kits,Medical,383,units,114.24,115.18,2.82,karnataka,,117.1,0.3083
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000095,Marine Fuel (IFO 380),Fuel,1204,liters,989.59,798.59,1.33,karnataka,,1043.17,0.3058
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000096,Wheat (bulk tons),Food Supply,14886,kg,962.99,1020.77,1.75,karnataka,,996.66,0.1014
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000097,Packaged Meals (MRE kits),Food Supply,17816,units,1107.56,1141.01,1.08,karnataka,,1125.78,0.0746
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000098,Diesel (B7),Fuel,9460,liters,1369.81,1363.93,2.1,karnataka,,1534.19,0.1229
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000099,First Aid Kits,Medical,1659,units,106.24,103.46,2.48,karnataka,,108.52,0.1275
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000100,Packaged Meals (MRE kits),Food Supply,15308,units,904.17,958.42,1.18,karnataka,,918.14,0.0732
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000101,Diesel (B7),Fuel,12704,liters,1566.35,1509.99,1.37,karnataka,,1648.39,0.1487
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000102,First Aid Kits,Medical,1002,units,130.21,130.72,2.38,karnataka,,121.64,0.1987
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000103,Petrol (ULP 91),Fuel,31526,liters,1694.74,1796.42,1.61,karnataka,,1764.93,0.1011
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000104,Wheat (bulk tons),Food Supply,19088,kg,1013.28,1074.08,2.1,karnataka,,1066.56,0.0996
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000105,Marine Fuel (IFO 380),Fuel,5519,liters,1520.14,1437.04,1.72,karnataka,,1521.43,0.2408
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000106,Antibiotics (Amoxicillin),Medical,1500,units,107.63,111.36,2.99,karnataka,,97.74,0.133
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000107,Rice (50kg bags),Food Supply,6903,kg,924.26,956.15,1.88,karnataka,,955.8,0.1076
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000108,Petrol (ULP 91),Fuel,10301,liters,1598.26,1596.9,2.4,karnataka,,1638.66,0.2064
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000109,Rice (50kg bags),Food Supply,6531,kg,871.11,912.42,1.0,karnataka,,784.2,0.1402
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000110,Marine Fuel (IFO 380),Fuel,10056,liters,1532.12,1562.68,2.19,karnataka,,1675.48,0.0895
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000111,Wheat (bulk tons),Food Supply,20858,kg,1092.41,1157.95,1.17,karnataka,,1081.26,0.02
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000112,Antibiotics (Amoxicillin),Medical,1668,units,111.91,117.0,2.01,karnataka,,103.13,0.1365
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000113,Wheat (bulk tons),Food Supply,1039,kg,787.61,688.31,1.22,karnataka,,821.63,0.345
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000114,Wheat (bulk tons),Food Supply,3301,kg,974.53,857.01,1.51,karnataka,,960.2,0.1964
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000115,Diesel (B7),Fuel,31787,liters,1705.79,1808.14,2.27,karnataka,,1844.5,0.0711
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000116,First Aid Kits,Medical,1833,units,113.14,119.93,2.69,karnataka,,112.6,0.1327
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000117,Wheat (bulk tons),Food Supply,13099,kg,880.27,933.09,1.67,karnataka,,906.07,0.0544
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000118,Diesel (B7),Fuel,19863,liters,1154.49,1223.76,1.35,karnataka,,1248.67,0.0977
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000119,Petrol (ULP 91),Fuel,1448,liters,1126.72,870.37,1.83,karnataka,,1151.75,0.2843
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000120,Diesel (B7),Fuel,5371,liters,1464.55,1384.62,1.57,karnataka,,1572.79,0.2312
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000121,Rice (50kg bags),Food Supply,7121,kg,1108.93,1116.85,1.5,karnataka,,1113.21,0.1547
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000122,First Aid Kits,Medical,1776,units,99.87,105.86,1.71,karnataka,,92.46,0.0931
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000123,Diesel (B7),Fuel,24620,liters,1521.67,1612.97,1.73,karnataka,,1463.49,0.081
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000124,Packaged Meals (MRE kits),Food Supply,11846,units,795.42,843.15,1.71,karnataka,,785.47,0.0881
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000125,Marine Fuel (IFO 380),Fuel,31568,liters,1651.83,1750.94,1.21,karnataka,,1768.07,0.0863
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000126,Wheat (bulk tons),Food Supply,2778,kg,730.43,686.83,1.71,karnataka,,766.09,0.2229
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000127,First Aid Kits,Medical,448,units,95.68,98.79,1.99,karnataka,,92.03,0.2775
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000128,Wheat (bulk tons),Food Supply,1379,kg,840.04,722.93,1.16,karnataka,,875.74,0.303
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000129,First Aid Kits,Medical,427,units,103.8,98.42,2.39,karnataka,,99.74,0.2508
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000130,Marine Fuel (IFO 380),Fuel,22506,liters,1293.55,1370.49,1.36,karnataka,,1418.36,0.1037
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000131,Rice (50kg bags),Food Supply,18133,kg,894.56,948.23,1.53,karnataka,,922.09,0.1161
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000132,Marine Fuel (IFO 380),Fuel,18875,liters,1286.94,1363.95,2.11,karnataka,,1340.08,0.1289
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000133,Petrol (ULP 91),Fuel,21801,liters,1637.14,1735.37,1.67,karnataka,,1737.14,0.0762
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000134,Petrol (ULP 91),Fuel,26633,liters,1455.6,1531.26,1.69,karnataka,,1594.54,0.1202
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000135,Petrol (ULP 91),Fuel,18236,liters,1092.5,1158.05,1.85,karnataka,,1111.21,0.1235
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000136,Packaged Meals (MRE kits),Food Supply,16950,units,957.96,981.46,2.11,karnataka,,952.93,0.1193
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000137,Packaged Meals (MRE kits),Food Supply,959,units,960.35,809.48,1.65,karnataka,,1045.53,0.2879
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000138,Diesel (B7),Fuel,7951,liters,1102.45,1152.99,1.7,karnataka,,1156.31,0.1811
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000139,Antibiotics (Amoxicillin),Medical,2152,units,136.29,144.47,2.14,karnataka,,135.66,0.2099
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000140,Diesel (B7),Fuel,24768,liters,1361.87,1443.58,1.35,karnataka,,1436.49,0.0659
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000141,Marine Fuel (IFO 380),Fuel,26085,liters,1529.33,1584.47,1.38,karnataka,,1612.66,0.0213
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000142,Rice (50kg bags),Food Supply,1074,kg,957.47,807.65,1.59,karnataka,,937.93,0.3222
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000143,First Aid Kits,Medical,606,units,91.86,92.3,2.78,karnataka,,83.24,0.2177
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000144,Packaged Meals (MRE kits),Food Supply,6322,units,791.33,833.55,1.17,karnataka,,807.86,0.1568
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000145,Petrol (ULP 91),Fuel,24072,liters,1488.29,1577.59,1.97,karnataka,,1607.71,0.1187
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000146,First Aid Kits,Medical,1754,units,108.39,114.89,2.43,karnataka,,107.98,0.147
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000147,Diesel (B7),Fuel,2538,liters,1507.61,1340.97,1.64,karnataka,,1688.52,0.3064
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000148,Marine Fuel (IFO 380),Fuel,21798,liters,1458.35,1545.85,1.86,karnataka,,1520.42,0.1022
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000149,Packaged Meals (MRE kits),Food Supply,14877,units,1078.02,1136.92,1.0,karnataka,,1102.95,0.048
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000150,Petrol (ULP 91),Fuel,11153,liters,1572.82,1547.34,2.38,karnataka,,1727.26,0.1318
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000151,First Aid Kits,Medical,1658,units,105.6,111.94,2.38,karnataka,,104.31,0.1618
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000152,Petrol (ULP 91),Fuel,8976,liters,1422.32,1410.37,1.94,karnataka,,1563.67,0.1803
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000153,Packaged Meals (MRE kits),Food Supply,1036,units,792.49,675.53,1.35,karnataka,,751.53,0.3097
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000154,Packaged Meals (MRE kits),Food Supply,12648,units,807.29,855.73,1.94,karnataka,,796.68,0.0426
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000155,Wheat (bulk tons),Food Supply,15031,kg,869.12,916.58,1.0,karnataka,,875.65,0.1133
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000156,Diesel (B7),Fuel,24874,liters,1697.12,1798.95,1.42,karnataka,,1743.45,0.0851
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000157,Marine Fuel (IFO 380),Fuel,17692,liters,1025.43,1086.96,1.52,karnataka,,1113.17,0.0449
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000158,Marine Fuel (IFO 380),Fuel,9501,liters,1366.48,1300.21,1.92,karnataka,,1330.66,0.1766
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000159,Antibiotics (Amoxicillin),Medical,1594,units,111.8,118.51,2.5,karnataka,,110.69,0.1143
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000160,Packaged Meals (MRE kits),Food Supply,14192,units,769.05,815.19,1.63,karnataka,,774.41,0.1275
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000161,Wheat (bulk tons),Food Supply,14777,kg,939.15,995.5,1.93,karnataka,,952.67,0.1154
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000162,Wheat (bulk tons),Food Supply,11815,kg,756.08,801.44,1.3,karnataka,,746.63,0.0853
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000163,Packaged Meals (MRE kits),Food Supply,15537,units,969.34,1027.5,1.0,karnataka,,1054.24,0.0705
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000164,Antibiotics (Amoxicillin),Medical,2063,units,133.46,141.47,2.28,karnataka,,125.61,0.1829
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000165,Diesel (B7),Fuel,14998,liters,1193.46,1265.07,1.26,karnataka,,1248.13,0.1303
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000166,Petrol (ULP 91),Fuel,28299,liters,1525.35,1616.87,1.53,karnataka,,1563.81,0.0926
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000167,First Aid Kits,Medical,1810,units,100.91,102.74,1.94,karnataka,,95.15,0.0607
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000168,Rice (50kg bags),Food Supply,6909,kg,874.27,858.17,1.25,karnataka,,905.4,0.1556
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000169,Rice (50kg bags),Food Supply,4738,kg,652.23,633.6,1.3,karnataka,,633.11,0.1134
KA-SMG-002,karnataka,14.103544,75.528271,SKU-000170,Antibiotics (Amoxicillin),Medical,2081,units,115.13,122.04,1.81,karnataka,,109.53,0.1191
